1463527829644087300,Right__Stocks,1637785200,$penn $mara $riot $gm $fsr $msft $spy $gme $wkhs $amd $aal $coin $pltr $dkng  $sndl $any $amc $tsla  $mvis $btbt $nakd $aapl $nio $lcid $fb $cei $dwac $sos $fuboWE ALERTED $BNGO at $.50 RAN TO $4.50 (800% GAIN!!)DAILY ALERTS$15 ONE TIME FEE!BEAT THAT LINK IN BIO,0,0,0
1463527969163464704,JMVala_Trades,1637785233,"$AAPL and $MSFT the top two weights, still struggling to move higher and outside of the nodes the built yesterday, into the nulls above. (Lack of strength in tops)$NQ_F also potential short while below above volume node. Caveat, internals continue higher today.",1,2,4
1463529823423377408,toglesby27,1637785675,My shop does. It is smaller - ~120 employees but I hear $msft is real threat for larger cos because they are giving away vid conferencing to induce purchases of office suite.,0,0,2
1463529895284330502,coralctrading,1637785692,"If anybody is wondering my positions:Here they are. Don’t mind the Robinhood, I like the way it looks okay. Stop judging me  I use TD and RH$NVDA $MSFT $NFLX $TLRY",0,0,0
1463530356481613831,BrownJakota,1637785802,$alzn  shorts out of ammo! Get’em bulls! CEO been loading news in 5 days or less! $uwmc $amc $gme $lgvn $mrai $cei $spy $qqq $amd $lcid $nvda $aapl $tsla $nflx $msft,0,0,2
1463530849559846915,TradeIV,1637785920,Safest YOLO on the market right now $MSFT,0,0,1
1463531986211983365,BobbyAxelrod__,1637786191,$NQ $QQQ If the horses $AAPL $MSFT $AMZN and $GOOGL can turn then this thing is going positive after being crushed this morning -,1,0,1
1463532863026987012,Right__Stocks,1637786400,$mara $wkhs $tsla $bbig $riot $aal $gme $any $msft $amd $btbt $aapl $nakd $fubo $amc $penn $fsr $zom $pltr $sos $clov $spy $lcid $sndl $coin $nio $dkng $fb $dwac $mvisWE ALERTED $SPCE at $19 RAN TO $57 (200% GAIN)DAILY ALERTS$15 ONE TIME FEEBEAT THAT LINK IN BIO,0,2,0
1463533364267433993,PaulStillman8,1637786519,BEBUZEE! It’s $NFLX & $AMZN in one! Now trading under $ENGA for 40 cents a share.https://bebuzee.com$AMC $GME $AAPL $GOOGL $MSFT  $TSLA $QQQ $SPY $DJIA $SLV #BITCOIN   $AMD $MU $INTC $ZM $ROKU $DIS $MRNA $SNOW $PLTR $AARK $NVDA $REGN $MELI $NVDA $PENN $WYNN $BABA $BIDU,1,0,0
1463533428150882304,PaulStillman8,1637786535,BEBUZEE! It’s $NFLX & $AMZN in one! Now trading under $ENGA for 40 cents share.https://bebuzee.com$AMC $GME $AAPL $GOOGL $MSFT  $TSLA $QQQ $SPY $DJIA $SLV #BITCOIN   $AMD $MU $INTC $ZM $ROKU $DIS $MRNA $SNOW $PLTR $AARK $NVDA $REGN $MELI $NVDA $PENN $WYNN $BABA $BIDU,1,0,0
1463533635693428741,otc_to,1637786584,$NVDA Watching $330+ next week... Tons of great News on AI/EV/Meta|Omni Verse section...#AMC #AMCSqueeze #AMC100K #AMCtothemoon $GME #GME $TSLA #AMCSTRO $PFE $PROG $BB $NIO $IWM $SHIB $AMD $RIVN $LCID $MSFT $GOOG $FB $AMZN,0,2,0
