1463296332270030854,coltonoptions,1637730007,11/24 Watchlist   $MARA 54c > 53 | 50p < 51 $SNAP 52c > 51.40 | 49p < 49.50 $MA 335c > 333 | 332.5p < 325 $V 202.5c > 200 | 195p < 197 $PYPL 195c > 192.5 | 185p < 186All weeklies. 10 min close minimum above/below levels,0,2,14
1463296762022535175,prdctnomics,1637730109,"Interesting! 3/4 of you stated at least 1 payment company ( $V $MA $PYPL $SQ ) a buy here. 1/3 stated central bank digital currencies pose a threat to the payment industry.40% of people chose $PYPL as the best value in the space, followed by 30% for $V and 21% for $SQ.",1,0,1
1463297053040295937,SixSigmaCapital,1637730178,$PYPL $SQ $V $MA all look good to me tbh,0,0,4
1463297671184232450,MFJones1618,1637730326,I’m starting to think this “Cramer” fella might not know what he’s talking about. $V $MA,1,0,3
1463302678667096064,SeekingAlpha,1637731520,$V - Visa: Keep Calm And Carry On. https://seekingalpha.com/article/4471647-visa-keep-calm-and-carry-on?source=feed_f&utm_campaign=twitter_automated&utm_content=article&utm_medium=social&utm_source=twitter_automated… #markets #business #stocks,0,0,3
1463305831458422786,0xSuperior,1637732271,"Buy a basket of bank stocks and credit card companies like $C, $JPM, $BAC, $WFC, $GS, $MS, $PYPL, $MA, $V. If crypto and defi fails to disrupt these should do well.",0,0,2
1463309263934267395,newsfilterio,1637733090,Visa to Participate in Upcoming Investor Conference $V https://newsfilter.io/articles/visa-inc-to-participate-in-upcoming-investor-conference-ba04780d03f268c96a0ea2e99d95a5bf…,0,0,0
1463309834070208519,massivefamily,1637733226,Anybody bought $V LEAPS?,1,0,4
1463311355671465990,eagle_eye_cap,1637733588,"Key Q for me is how the card rails has performed in this environment in the last 10y. I've asked $V CFO multiple times without getting a proper response. I suspect it hasn't been stellar given he's answer ""Sweden is a very small and different market""",1,0,0
1463311600677318658,NapkinCapital,1637733647,"There's this payments company, maybe you've heard of them, $V. It's legacy tech, I'm hearing chatter about disruption risk but it generates cash and buys back stock so in today's new value regime I think it'll work.",1,0,26
1463312743377911810,FreedomFinLB,1637733919,Keep an eye on @Visa $V,1,0,2
1463313266835292162,nomorenetzeros,1637734044,"If investing for the FIRST TIME:1. BUY ETF'S like $VOO & $VOOG2. Buy what you know, love, trust, use, and could not possibly imagine not being in business in 30 years.Brands like $COST, $TGT, $V, etc.Buy them often, and DON'T WATCH THEM.SET IT AND FORGET IT FOR 30 YEARS",0,1,3
1463313291975946251,Bronzetrader,1637734050,Visa $V is looking good around $200,1,0,2
