Date,Close/Last,Volume,Open,High,Low
11/24/2021,$161.94,69463620,$160.75,$162.14,$159.64
11/23/2021,$161.41,96041900,$161.12,$161.8,$159.0601
11/22/2021,$161.02,117467900,$161.68,$165.7,$161
11/19/2021,$160.55,117305600,$157.65,$161.02,$156.5328
11/18/2021,$157.87,137827700,$153.71,$158.67,$153.05
11/17/2021,$153.49,88807000,$150.995,$155,$150.99
11/16/2021,$151,59256210,$149.94,$151.488,$149.34
11/15/2021,$150,59222800,$150.37,$151.88,$149.43
11/12/2021,$149.99,63804010,$148.43,$150.4,$147.48
11/11/2021,$147.87,40999950,$148.96,$149.43,$147.681
11/10/2021,$147.92,65187090,$150.02,$150.13,$147.85
11/09/2021,$150.81,56787930,$150.2,$151.428,$150.0601
11/08/2021,$150.44,55020870,$151.41,$151.57,$150.16
11/05/2021,$151.28,65463880,$151.89,$152.2,$150.06
11/04/2021,$150.96,60394620,$151.58,$152.43,$150.64
11/03/2021,$151.49,54511530,$150.39,$151.97,$149.82
11/02/2021,$150.02,69121990,$148.66,$151.57,$148.65
11/01/2021,$148.96,74588260,$148.985,$149.7,$147.8
10/29/2021,$149.8,124953200,$147.215,$149.94,$146.4128
10/28/2021,$152.57,100077900,$149.82,$153.165,$149.72
10/27/2021,$148.85,56094930,$149.36,$149.73,$148.49
10/26/2021,$149.32,60893400,$149.33,$150.84,$149.0101
